kennzahl,name,langtext,strasse,hausnr,plz,ort,gemeindenummer,telefon,email,weburl,art,bezirk
404264,Gemeindekindergarten Auerbach,,Auerbach,100,5224,Auerbach,40403,07747/20520,kindergarten@auerbach.ooe.gv.at,,Kindergarten,404
404301,Kindergarten Palting,,Palting,38,5163,Palting,40429,0664/807651661,kg.palting@ooe.hilfswerk.at,https://www.palting.at/kindergarten,Kindergarten,404
404302,Gemeindekindergarten Weng im Innkreis,,Schulstraße,6,4952,Weng im Innkreis,40446,07723/5418,kindergarten-weng@aon.at,https://www.weng-innkreis.at/dorfleben/kindergarten_schule/kindergarten,Kindergarten,404
404303,Waldkindergruppe Überackern,c/o Gemeindeamt Überackern,Dorfstraße,3,5123,Überackern,40445,07727/2912,wakiga@ueberackern.ooe.gv.at,https://www.ueberackern.at,Sonstige Form der Kinderbetreuung,404
404401,Heilpädagog. Kindergarten Braunau,HP,Sebastianistraße,23,5280,Braunau,40404,07722/87951,kiga-braunau@ooe.lebenshilfe.org,https://www.ooe.lebenshilfe.org/lebenshilfe,Kindergarten,404
404601,Hort Braunau - Familienzentren GmbH der OÖ Kinderfreunde,,Kolpingplatz,2b,5280,Braunau am Inn,40404,07722/63022,hort.braunau@kinderfreunde-ooe.at,,Hort,404
404604,Hort Riedersbach - Familienzentren GmbH der OÖ Kinderfreunde,,Kirchengasse,2,5120,St. Pantaleon,40437,,hort.riedersbach@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,404
404605,Hort Mauerkirchen - Familienzentren GmbH der OÖ Kinderfreunde,,"VS + HS, Obermarkt",4,5270,Mauerkirchen,40422,,hort.mauerkirchen@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,404
404606,Hort Lengau - Familienzentren GmbH der OÖ Kinderfreunde,,"HS, Schulstraße",1,5211,Friedburg,40418,07746/233314,hort.lengau@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,404
404701,Caritas-Schülerhort Altheim,,Schulgasse,23,4950,Altheim,40401,,hort.altheim@caritas-ooe.at,https://www.caritas-ooe.at,Hort,404
405101,Krabbelstube Alkoven,,Prägartnerhofstraße,1c,4072,Alkoven,40501,07274/7655,kindergarten@alkoven.ooe.gv.at,https://www.alkoven.at/krabbelstube_kindergarten_alkoven,Krabbelstube,405
405102,Krabbelstube Eferding - Familienzentren GmbH der OÖ Kinderfreunde,,Postgütlstraße,1,4070,Eferding,40503,,krabbelstube.eferding@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,405
405103,Pfarrcaritaskrabbelstube Prambachkirchen,,Kapellenweg,1,4731,Prambachkirchen,40508,07277/2062,kg405213@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64300/index2.html,Krabbelstube,405
405104,Pfarrcaritaskrabbelstube Hartkirchen,,Hilkering,19,4081,Hartkirchen,40506,07273/8244,KS405104@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kindergartenhartkirchen,Krabbelstube,405
405105,Gemeindekrabbelstube Scharten,,Scharten,39a,4612,Scharten,40511,,krabbelstube-scharten@outlook.at,https://www.scharten.at,Krabbelstube,405
405109,Krabbelstube Fraham,,Hauptstraße,43,4070,Fraham,40504,,krabbelstube@fraham.ooe.gv.at,https://www.fraham.at/krabbelstube,Krabbelstube,405
405110,Krabbelstube Alkoven - Straßham,,Am Dorfplatz,1,4072,Alkoven,40501,07274/21301,kindergarten.strassham@alkoven.ooe.gv.at,kindergarten-strassham-at.webnode.at,Krabbelstube,405
405111,Krabbelstube St. Marienkirchen an der Polsenz,,Kirchenplatz,1,4076,St. Marienkirchen an der Polsenz,40510,,krabbelstube.st-marienkirchen@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,405
405112,Krabbelstube Stroheim,,Stroheim,81,4074,Stroheim,40512,,krabbelstube.stroheim@gmail.com,https://www.stroheim.at,Krabbelstube,405
405201,Gemeindekindergarten Alkoven,,Prägartnerhofstraße,1c,4072,Alkoven,40501,07274/7655,kindergarten@alkoven.ooe.gv.at,https://www.gemeindekindergarten-alkoven.com,Kindergarten,405
405202,Gemeindekindergarten Aschach an der Donau,,Rathausgasse,1,4082,Aschach an der Donau,40502,07273/6355-23,kindergarten.aschach@aon.at,https://www.aschach.at/kindergarten_aschach,Kindergarten,405
405203,Kindergarten Ludlgasse - Eferding,,Ludlgasse,7,4070,Eferding,40503,07272/5561,kiga.ludlgasse@eferding.at,https://www.eferding.at/kindergarten_ludlgasse,Kindergarten,405
405204,Gemeindekindergarten Fraham,,Hauptstraße,43,4070,Fraham,40504,,kindergarten@fraham.ooe.gv.at,https://www.fraham.at/kindergarten,Kindergarten,405
405205,Gemeindekindergarten Alkoven - Straßham,,Am Dorfplatz,1,4072,Alkoven,40501,07274/21301,kindergarten.strassham@alkoven.ooe.gv.at,kindergarten-strassham-at.webnode.at,Kindergarten,405
405206,Gemeindekindergarten Haibach ob der Donau,,Katharinenweg,1,4083,Haibach ob der Donau,40505,07279/8215-13,kg.haibach@gmx.net,https://www.haibach-donau.ooe.gv.at/kindergarten_haibach,Kindergarten,405
405207,Gemeindekindergarten Hinzenbach,,Wagrein,2,4070,Hinzenbach,40507,07272/2460-200,kindergarten@hinzenbach.ooe.gv.at,https://www.hinzenbach.at/kindergarten_1,Kindergarten,405
405208,Gemeindekindergarten Scharten,,Scharten,39a,4612,Scharten,40511,07272/5350,kigascharten@linznet.at,scharten.riskommunal.net/kindergarten,Kindergarten,405
405209,Gemeindekindergarten St. Marienkirchen an der Polsenz,,Weberberg,1,4076,St. Marienkirchen an der Polsenz,40510,07249/47023,office@kindergarten-samarein.at,kindergarten-samarein.at,Kindergarten,405
405210,Gemeindekindergarten Stroheim,,Stroheim,81,4074,Stroheim,40512,,kindergarten.stroheim@gmail.com,https://www.stroheim.at/kindergarten,Kindergarten,405
405211,Kindergarten Schiferplatz - Eferding,,Schiferplatz,5,4070,Eferding,40503,07272/75207,kiga.schiferplatz@eferding.at,https://www.eferding.at/kindergarten_schiferplatz,Kindergarten,405
405212,Pfarrcaritaskindergarten Hartkirchen,,Pfarrgasse,1,4081,Hartkirchen,40506,07273/8244,KG405212@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kindergartenhartkirchen,Kindergarten,405
405213,Pfarrcaritaskindergarten Prambachkirchen,,Kapellenweg,1,4731,Prambachkirchen,40508,07277/2062,kg405213@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64300/article/156819.html,Kindergarten,405
405221,Kindergarten des Institutes Hartheim,,Anton-Strauch-Allee,1,4072,Alkoven,40501,,kindergarten@institut-hartheim.at,https://www.institut-hartheim.at/?seite=kinderbetreuung-institut&sprache=de,Kindergarten,405
405222,Kindergarten Bräuhaus - Familienzentren GmbH der OÖ Kinderfreunde,,Bräuhausstraße,2,4070,Eferding,40503,,kindergarten.eferding@kinderfreunde-ooe.at,https://www.kinderfreunde.cc,Kindergarten,405
405602,Hort Eferding - Familienzentren GmbH der OÖ Kinderfreunde,,Linzer Straße,6,4070,Eferding,40503,,hort.eferding@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,405
405801,Sonderhort des Institutes Hartheim,HP,Anton-Strauch-Allee,1,4072,Alkoven,40501,,hort@institut-hartheim.at,https://www.institut-hartheim.at/index.cfm?seite=hort-institut&sprache=de,Hort,405
406002,"Bauernhofkindergruppe Pregarten Franzlhof""""",,Halmenberg,2,4230,Pregarten,40614,,h.bettina@aon.at,https://www.franzlhof.at,Sonstige Form der Kinderbetreuung,406
406003,Waldkindergruppe St. Oswald bei Freistadt,,Florenthein,1,4271,St. Oswald bei Freistadt,40618,07945/20255,kindergarten@epnet.at,https://www.stoswald.at,Sonstige Form der Kinderbetreuung,406
406101,Krabbelstube Althauserstraße - Pregarten,,Althauserstraße,1,4230,Pregarten,40614,07236/64222-5,kindergarten.pregarten-althauser@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,406
406102,"Pfarrcaritaskrabbelstube Hagenberg Kunterbunt""""",,Hauptstraße,102,4232,Hagenberg im Mühlkreis,40604,07236/7602,KS406102@pfarrcaritas-kita.at,https://www.hagenberg.at/leben-in-hagenberg/bildung-kultur/kindergarten,Krabbelstube,406
406103,Krabbelstube Neumarkt im Mühlkreis - Familienzentren GmbH der OÖ Kinderfreunde,,Pillhofstraße,10,4212,Neumarkt im Mühlkreis,40612,,krabbelstube.neumarkt@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,406
406104,"Krabbelstube Wartberg  ob der Aist Ich bin ich""""",,Schulstraße,6,4224,Wartberg ob der Aist,40624,07236/20693,KS406104@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4454/unserepfarre/menschen/pfarrcaritaskindergarten,Krabbelstube,406
406105,Krabbelstube Freistadt Aktion Tagesmütter,,Böhmergasse,9,4240,Freistadt,40601,07942/73936,krabbelstube-freistadt@aktiontagesmuetter.at,https://www.aktiontagesmuetter.at,Krabbelstube,406
406106,Krabbelstube Rainbach i. M. des VfFB,,Summerauer Straße,7,4261,Rainbach im Mühlkreis,40615,07949/6353-35,kindergarten@rainbach-muehlkreis.ooe.gv.at,https://www.vffb.or.at,Krabbelstube,406
406107,Krabbelstube Grünbach,,Freiwaldstraße,11,4264,Grünbach,40602,07942/72975-40,kiga.gruenbach@edumail.at,https://www.kindergarten-gruenbach.at,Krabbelstube,406
406108,Pfarrcaritaskrabbelstube Lasberg,,Oswalderstraße,12,4291,Lasberg,40609,07947/7255-23,kindergarten@lasberg.at,https://www.dioezese-linz.at/institution/64171/kindergarten,Krabbelstube,406
406109,Pfarrcaritaskrabbelstube Gutau,,St. Oswalder Straße,2,4293,Gutau,40603,07946/6655,KS406109@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64111/gruppen,Krabbelstube,406
406110,Pfarrcaritaskrabbelstube Tragwein,,Weberstraße,6,4284,Tragwein,40620,07263/88554,KS406110@pfarrcaritas-kita.at,https://www.tragwein.at/familie_und_jugend/kindergarten,Krabbelstube,406
406111,Pfarrcaritaskrabbelstube Kefermarkt,,Unterer Markt,8,4292,Kefermarkt,40607,07947/6419,KS406111@pfarrcaritas-kita.at,pfarre-kefermarkt.dioezese-linz.at/pfarre/kindergarten,Krabbelstube,406
406112,Krabbelstube Gutauerstraße - Pregarten,,Gutauer Straße,26,4230,Pregarten,40614,0723624870,KS406112@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4302/kinderjugend/caritaskindergartengutaue,Krabbelstube,406
406113,Pfarrcaritaskrabbelstube Bad Zell,,Rieglstraße,7,4283,Bad Zell,40627,07263/6102,KS406113@pfarrcaritas-kita.at,https://www.kindergarten-badzell.at,Krabbelstube,406
406114,Krabbelstube Schönau im Mühlkreis,,Hofingberg,6,4274,Schönau im Mühlkreis,40619,,kiga@schoenau.ooe.gv.at,https://www.schoenau-im.at,Krabbelstube,406
406115,Gemeindekrabbelstube Waldburg,,Waldburg,31,4240,Waldburg,40623,079428155,kindergarten@waldburgnet.at,https://www.waldburg.at,Krabbelstube,406
406116,Krabbelstube St. Oswald bei Freistadt,,Markt,73,4271,St. Oswald bei Freistadt,40618,,kindergarten@epnet.at,https://www.kiga-stoswald.at,Krabbelstube,406
406117,Krabbelstube Königswiesen,,Schulstraße,9,4280,Königswiesen,40608,07955/80199,kindergarten.koenigswiesen@gmx.at,https://www.koenigswiesen.at,Krabbelstube,406
406118,Gemeindekrabbelstube Leopoldschlag,,Schulstraße,2,4262,Leopoldschlag,40610,07949/80015,kindergarten@leopoldschlag.ooe.gv.at,,Krabbelstube,406
406119,Krabbelstube Pregarten Grünbichl,,Grünbichl,1,4230,Pregarten,40614,,kindergarten.pregarten-gruenbichl@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,406
406120,Krabbelstube Unterweitersdorf,,Obere Dorfstraße,18,4213,Unterweitersdorf,40622,,KS406120@pfarrcaritas-kita.at,,Krabbelstube,406
406121,Pfarrcaritaskrabbelstube Unterweißenbach,,Markt,22,4273,Unterweißenbach,40621,07956/7370,KG406233@pfarrcaritas-kita.at,,Krabbelstube,406
406122,Krabbelstube Windhaag bei Freistadt,,Markt,1,4263,Windhaag bei Freistadt,40626,,kindergarten@windhaag-freistadt.ooe.gv.at,,Krabbelstube,406
406123,Krabbelstube Sandl,,Sandl,24,4251,Sandl,40616,,kindergarten@sandl.ooe.gv.at,,Krabbelstube,406
406201,Gemeindekindergarten Waldburg,,Waldburg,31,4240,Waldburg,40623,07942/8155,kindergarten@waldburgnet.at,https://www.waldburg.at/kindergarten,Kindergarten,406
406202,Gemeindekindergarten Grünbach,,Freiwaldstraße,11,4264,Grünbach,40602,07942/72975-40,kiga.gruenbach@edumail.at,https://www.kindergarten-gruenbach.at,Kindergarten,406
406203,Gemeindekindergarten Königswiesen,,Schulstraße,9,4280,Königswiesen,40608,07955/80199,kindergarten.koenigswiesen@gmx.at,https://www.koenigswiesen.at/kindergarten_koenigswiesen,Kindergarten,406
406204,Gemeindekindergarten Leopoldschlag,,Hiltschnerstraße,2,4262,Leopoldschlag,40610,07949/80015,kindergarten@leopoldschlag.ooe.gv.at,https://www.leopoldschlag.ooe.gv.at/kindergarten,Kindergarten,406
406205,Gemeindekindergarten Mönchdorf,,Greinerwaldstraße,5,4281,Mönchdorf,40608,,kiga.moenchdorf@koenigswiesen.ooe.gv.at,https://www.koenigswiesen.at/kindergarten_moenchdorf,Kindergarten,406
406206,Gemeindekindergarten Neumarkt im Mühlkreis,,Schulstraße,16,4212,Neumarkt im Mühlkreis,40612,07941/8500,kindergarten-neumarkt@outlook.at,https://www.neumarkt-muehlkreis.ooe.gv.at/kindergarten,Kindergarten,406
406207,Kindergarten Rainbach i. M. des VfFB,,Summerauer Straße,7,4261,Rainbach im Mühlkreis,40615,07949/6353,kindergarten@rainbach-muehlkreis.ooe.gv.at,https://www.vffb.or.at,Kindergarten,406
406208,Gemeindekindergarten Sandl,,Graben,4,4251,Sandl,40616,,kindergarten@sandl.ooe.gv.at,sandl.riskommunal.net/kindergarten_sandl,Kindergarten,406
406209,Gemeindekindergarten Schönau im Mühlkreis,,Hofingberg,6,4274,Schönau im Mühlkreis,40619,,kiga@schoenau.ooe.gv.at,https://www.schoenau-im.at/kindergarten,Kindergarten,406
406210,Gemeindekindergarten St. Oswald bei Freistadt,,Markt,73,4271,St. Oswald bei Freistadt,40618,,kindergarten@epnet.at,https://www.stoswald.at/gemeindekindergarten,Kindergarten,406
406211,Gemeindekindergarten Windhaag bei Freistadt,,Schulstraße,7,4263,Windhaag bei Freistadt,40626,,kindergarten@windhaag-freistadt.ooe.gv.at,https://www.windhaag-freistadt.ooe.gv.at/kindergarten_windhaag_bei_freistadt,Kindergarten,406
406212,Kindergarten Althauserstraße - Pregarten,,Althauserstraße,1,4230,Pregarten,40614,,kindergarten.pregarten-althauser@ooe.familienbund.at,https://www.ooe.familienbund.at,Kindergarten,406
406213,Pfarrcaritaskindergarten Bad Zell,,Rieglstraße,7,4283,Bad Zell,40627,07263/6102,info@kindergarten-badzell.net,https://www.badzell.at/leben-in-badzell/bildung/kindergarten.html,Kindergarten,406
406215,Pfarrcaritaskindergarten Freistadt Bahnhofstraße,,Bahnhofstraße,3,4240,Freistadt,40601,07942/72486,KG406215@pfarrcaritas-kita.at,https://www.freistadt.at/de/kindergarten_bahnhofstrasse,Kindergarten,406
406219,Pfarrcaritaskindergarten Freistadt Ginzkeystraße,inkl. Exp. Sonnenhaus Freistadt (406219),Ginzkeystraße,10,4240,Freistadt,40601,07942/72505,kg406219@pfarrcaritas-kita.at,kiga-ginzkey.jimdofree.com,Kindergarten,406
406220,Pfarrcaritaskindergarten Gutau,,St. Oswalder Straße,2,4293,Gutau,40603,07946/6655,KG406220@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64111,Kindergarten,406
406222,Pfarrcaritaskindergarten Hagenberg im Mühlkreis,,Hauptstraße,102,4232,Hagenberg im Mühlkreis,40604,07236/7602,KG406222@pfarrcaritas-kita.at,https://www.hagenberg.at/leben-in-hagenberg/bildung-kultur/kindergarten,Kindergarten,406
406223,Pfarrcaritaskindergarten Hirschbach,,Schulstraße,2,4242,Hirschbach im Mühlkreis,40605,07948/355-4,kg.hirschbach@eduhi.at,https://www.hirschbach.ooe.gv.at/kindergarten_hirschbach_-_pfarrcaritas,Kindergarten,406
406224,Pfarrcaritaskindergarten Kaltenberg,,Kaltenberg,22,4273,Kaltenberg,40606,07956/20587,kg406224@pfarrcaritas-kita.at,https://www.kaltenberg.at/gemeindeamt/kindergarten,Kindergarten,406
406225,Pfarrcaritaskindergarten Kefermarkt,,Unterer Markt,8,4292,Kefermarkt,40607,07947/6419,KG406225@pfarrcaritas-kita.at,pfarre-kefermarkt.dioezese-linz.at/pfarre/kindergarten,Kindergarten,406
406226,"Pfarrcaritaskindergarten Lasberg Hand in Hand""""",,Oswalder Straße,8,4291,Lasberg,40609,07947/74200,kindergarten@lasberg.at,https://www.dioezese-linz.at/institution/64171/kindergarten,Kindergarten,406
406227,Pfarrcaritaskindergarten Liebenau,,Liebenau,109,4252,Liebenau,40611,07953/515,KG406227@pfarrcaritas-kita.at,kigaliebenau.jimdofree.com,Kindergarten,406
406228,Kindergarten Gutauerstraße - Pregarten,,Gutauer Straße,26,4230,Pregarten,40614,07236/2487,KG406228@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4302/kinderjugend/caritaskindergartengutaue,Kindergarten,406
406231,Pfarrcaritaskindergarten St. Leonhard,,Schulgasse,1,4294,St. Leonhard bei Freistadt,40617,,KG406231@pfarrcaritas-kita.at,https://www.stleonhard.at/pfarrcaritas_kindergarten,Kindergarten,406
406232,Pfarrcaritaskindergarten Tragwein,,Weberstraße,6,4284,Tragwein,40620,07263/88554,KG406232@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64143/team/article/56013.html,Kindergarten,406
406233,Pfarrcaritaskindergarten Unterweißenbach,,Markt,65,4273,Unterweißenbach,40621,07956/7370,KG406233@pfarrcaritas-kita.at,https://www.unterweissenbach.at/kindergarten_unterweissenbach,Kindergarten,406
406235,Gemeindekindergarten Unterweitersdorf,,Obere Dorfstraße,22,4213,Unterweitersdorf,40622,07235/64184,kindergarten.unterweitersdorf@outlook.com,https://www.unterweitersdorf.at,Kindergarten,406
406236,Pfarrcaritaskindergarten Wartberg ob der Aist,,Pfarrplatz,3,4224,Wartberg ob der Aist,40624,,KG406236@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4454/unserepfarre/menschen/pfarrcaritaskindergarten,Kindergarten,406
406237,Pfarrcaritaskindergarten Weitersfelden,,Weitersfelden,60,4272,Weitersfelden,40625,,kiga.weitersfelden@eduhi.at,,Kindergarten,406
406247,Kindergarten Freistadt der Lebenshilfe OÖ.,,Klostergasse,10,4240,Freistadt,40601,07942/72977,kiga-freistadt@ooe.lebenshilfe.org,https://www.ooe.lebenshilfe.org/lebenshilfe,Kindergarten,406
406249,Kindergarten der OÖ Hilfswerk GmbH Rainbach im Mühlkreis,,Schulstraße,1,4261,Rainbach im Mühlkreis,40615,,kindergarten.rainbach@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Kindergarten,406
406250,Kindergarten Pregarten Grünbichl,,Grünbichl,1,4230,Pregarten,40614,,kindergarten.pregarten-gruenbichl@ooe.familienbund.at,https://www.ooe.familienbund.at,Kindergarten,406
406301,Pfarrcaritaskindergarten St. Elisabeth Pierbach,,Schulstraße,'19/3,4282,Pierbach,40613,07267/87087,kg406301@pfarrcaritas-kita.at,https://www.pierbach.at/de/pfarrcaritas-_kindergarten,Kindergarten,406
406401,Integrativer Kindergarten Freistadt,HP,Klostergasse,10,4240,Freistadt,40601,07942/72977,kiga-freistadt@ooe.lebenshilfe.org,https://www.ooe.lebenshilfe.org/lebenshilfe,Kindergarten,406
406601,Hort der OÖ Hilfswerk GmbH Hagenberg im Mühlkreis,,Hauptstraße,88,4232,Hagenberg im Mühlkreis,40604,,hort.hagenberg@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,406
406602,Hort Schulstraße - Pregarten,,Schulstraße,5,4230,Pregarten,40614,,hort.pregarten@ooe.familienbund.at,https://www.ooe.familienbund.at,Hort,406
406603,Hort Wartberg ob der Aist - Familienzentren GmbH der OÖ Kinderfreunde,,Schulstraße,5,4224,Wartberg ob der Aist,40624,07236/21010,hort.wartberg@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,406
406604,Hort Unterweitersdorf - Familienzentren GmbH der OÖ Kinderfreunde,,Obere Dorfstraße,18,4213,Unterweitersdorf,40622,,hort.unterweitersdorf@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,406
406605,Hort Gutau - Familienzentren GmbH der OÖ Kinderfreunde,,"VS, Pregartener Straße",4,4293,Gutau,40603,,hort.gutau@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,406
406606,Hort der OÖ Hilfswerk GmbH Tragwein,,"VS, Schulstraße",4,4284,Tragwein,40620,,hort.tragwein@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,406
406701,Hort Neumarkt - Familienzentren GmbH der OÖ Kinderfreunde,,Pillhofstraße,12,4212,Neumarkt im Mühlkreis,40612,,hort.neumarkt@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,406
407101,Krabbelstube Gmunden - Marienbrücke,,Spitalstraße,2,4810,Gmunden,40705,07612/794-450,kiga.marienbruecke@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Krabbelstube,407
407102,Pfarrcaritaskrabbelstube Roitham,,Pfarrhofstraße,5a,4661,Roitham am Traunfall,40715,07613/5320,kindergarten.roitham@aon.at,https://www.dioezese-linz.at/pfarre/4326/menue1/pfarrcaritaskindergarten,Krabbelstube,407
407103,Krabbelstube Laakirchen,,Glöckelstraße,3,4663,Laakirchen,40711,07613/4253,kiga.laakirchen@laakirchen.at,https://www.kbbe-laakirchen.at,Krabbelstube,407
407104,Pfarrcaritaskrabbelstube Altmünster,,Lindenstraße,6,4813,Altmünster,40701,07612/87592-16,KS407104@pfarrcaritas-kita.at,https://www.dioezese-linz.at,Krabbelstube,407
407105,"Städt. Krabbelstube Bad Ischl Sonnenschein""""",,Steinfeldstraße,17,4820,Bad Ischl,40703,06132/29374,krabbelstube-sonnenschein@gmx.at,https://www.bad-ischl.ooe.gv.at,Krabbelstube,407
407106,Krabbelstube Danzermühl,,Danzermühl,1,4663,Laakirchen,40711,07613/44744,kiga.danzermuehl@laakirchen.at,https://www.laakirchen.ooe.gv.at/kindergarten_danzermuehl_3,Krabbelstube,407
407107,Krabbelstube Ebensee,,Rindbachstraße,5,4802,Ebensee am Traunsee,40704,,krabbelstube@ebensee.ooe.gv.at,https://www.ebensee.at/gemeindekindergarten,Krabbelstube,407
407108,Krabbelstube Ohlsdorf,,Wöhrerstraße,6,4694,Ohlsdorf,40713,07612/47255-50,krabbelstube.ohlsdorf@gmx.at,https://www.ohlsdorf.ooe.gv.at,Krabbelstube,407
407109,Krabbelstube Bad Goisern,,Perndanner-Promenade,11,4822,Bad Goisern am Hallstättersee,40702,,evang-krabbelstube@gmx.at,https://www.krabbelstube-goisern.at/start.html,Krabbelstube,407
407111,Krabbelstube der Marktgemeinde Vorchdorf,,Fischböckauer Straße,10/2,4655,Vorchdorf,40720,,krabbelstube.vorchdorf@aon.at,https://www.vorchdorf.at/krabbelstube,Krabbelstube,407
407112,Krabbelstube Kraki der Marktgemeinde Scharnstein,,Hauptstraße,43a,4644,Scharnstein,40719,07615/250725,kraki@almtal.net,https://www.scharnstein.ooe.gv.at/kraki_-_krabbelstube_und_kindergarten,Krabbelstube,407
407113,Pfarrcaritaskrabbelstube St. Wolfgang im Salzkammergut,,Markt,199,5360,St. Wolfgang im Salzkammergut,40717,06138/2553,kiga-st.wolfgang@outlook.at,https://www.pfarre-sankt-wolfgang.at,Krabbelstube,407
407114,Pfarrcaritaskrabbelstube Gschwandt,,Alt-Gschwandt,2,4816,Gschwandt,40708,07612/67993,KS407114@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4108/3menuepunkt/pfarrcaritaskindergartenu,Krabbelstube,407
407116,Krabbelnest Steyrermühl,,Arbeiterheimstraße,6,4662,Steyrermühl,40711,07613/22296,krabbelnest.steyrermuehl@laakirchen.at,https://www.laakirchen.ooe.gv.at/krabbelnest_steyrermuehl,Krabbelstube,407
407117,Krabbelstube Schörihub,,Fichtenweg,2,4810,Gmunden,40705,,kiga.schoerihub@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Krabbelstube,407
407118,Betriebskrabbelstube der OÖ Hilfswerk GmbH MIBA AG,,Dr.-Mitterbauer-Straße,3,4663,Laakirchen,40711,07613/25411234,krabbelstube.miba@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich,Krabbelstube,407
407119,Gemeindekrabbelstube Pinsdorf,,Gmundnerstraße,13,4812,Pinsdorf,40714,,krabbelstube@pinsdorf.ooe.gv.at,https://www.pinsdorf.at/kinderbetreuung/kindergarten,Krabbelstube,407
407120,Krabbelstube Kaltenbach,,Lindaustraße,19d,4820,Bad Ischl,40703,06132/22196,kaltenbach@kindergarten-badischl.at,https://www.bad-ischl.ooe.gv.at,Krabbelstube,407
407121,Krabbelstube Gmunden - Stadt,,Bahnhofstraße,10,4810,Gmunden,40705,07612/794441,kiga.stadt@gmunden.ooe.gv.at,https://www.gmunden.at/directory/categories/kindergarten-hort,Krabbelstube,407
407123,Pfarrcaritaskrabbelstube Altmünster - Reindlmühl,,Reindlmühl,7,4814,Neukirchen bei Altmünster,40701,07618/7235,KS407123@pfarrcaritas-kita.at,https://www.pfarre-altmuenster.at,Krabbelstube,407
407126,Pfarrcaritaskrabbelstube Traunkirchen,,Kindergartenstraße,3,4801,Traunkirchen,40718,07617/2318,kdg.trk@aon.at,https://www.pfarre-traunkirchen.at/content/caritaskindergarten,Krabbelstube,407
407128,Krabbelstube St. Konrad,,Ort,7,4817,St. Konrad,40716,,kst.st.konrad@gmail.com,,Krabbelstube,407
407129,Pfarrcaritas Krabbelstube Neukirchen bei Altmünster,,Neukirchen,79,4814,Neukirchen bei Altmünster,40701,07618/21200-30,KG407242@pfarrcaritas-kita.at,,Krabbelstube,407
407130,Krabbelstube Kirchham,,Kirchham,46,4656,Kirchham,40710,,krabbelstube.kirchham@ooe.familienbund.at,,Krabbelstube,407
407202,Städt. Kindergarten Kaltenbach,,Lindaustraße,19d,4820,Bad Ischl,40703,06132/22196,kaltenbach@kindergarten-badischl.at,https://www.bad-ischl.ooe.gv.at,Kindergarten,407
407203,Städt. Kindergarten Ahorn,,Ahornstraße,2,4820,Bad Ischl,40703,06132/28001,kg.ahorn@gmail.com,https://www.bad-ischl.ooe.gv.at,Kindergarten,407
407204,Städt. Kindergarten Bad Ischl - Pfandl,,Zimnitzbachweg,3,4820,Bad Ischl,40703,06132/26806,pfandl@kindergarten-badischl.at,https://www.bad-ischl.ooe.gv.at,Kindergarten,407
